1,4.04,"Wine - White, Ej",pede morbi,1
2,10.09,Filo Dough,eu,2
3,16.08,Taro Root,pede lobortis,3
4,4.84,Brandy Apricot,odio,4
5,7.76,Breakfast Quesadillas,ridiculus,5
6,11.78,"Corn - Cream, Canned",sollicitudin vitae,6
7,13.65,Pork Loin Bine - In Frenched,felis sed,7
8,16.63,"Beef - Tongue, Cooked",curae,8
9,8.91,Soup - Campbells Pasta Fagioli,donec quis,9
10,4.65,Steam Pan - Half Size Deep,quam sollicitudin,10
11,9.17,Quail - Jumbo,id,11
12,2.06,"Pail - 15l White, With Handle",curabitur,12
13,11.65,Silicone Paper 16.5x24,diam in,13
14,15.11,Yoghurt Tubes,tempus sit,14
15,3.18,Filling - Mince Meat,quis,15
16,14.33,"Crab - Dungeness, Whole, live",maecenas rhoncus,16
17,7.02,Coffee - Hazelnut Cream,habitasse platea,17
18,10.55,"Pasta - Penne, Rigate, Dry",risus semper,18
19,5.93,Vinegar - White Wine,pretium iaculis,19
20,11.95,Carroway Seed,pretium,20
21,9.02,Wine - Carmenere Casillero Del,morbi,21
22,14.07,Puree - Blackcurrant,eu nibh,22
23,4.0,Bread - Multigrain Oval,enim,23
24,6.49,Hersey Shakes,venenatis,24
25,6.1,Appetizer - Veg Assortment,ornare consequat,25
26,4.68,Raspberries - Fresh,nibh in,26
27,13.84,Container - Clear 16 Oz,auctor gravida,27
28,9.28,Sauce - Marinara,ut nulla,28
29,5.45,Island Oasis - Magarita Mix,duis ac,29
30,3.66,Pernod,duis,30
31,4.59,Sauce - Rosee,neque aenean,31
32,11.8,"Tart Shells - Savory, 2",sed,32
33,14.16,"Mushroom - Trumpet, Dry",nulla,33
34,11.43,Seabream Whole Farmed,curae donec,34
35,6.89,Wine - Chianti Classica Docg,in tempor,35
36,3.42,Foil - 4oz Custard Cup,suscipit,36
37,11.41,Apples - Sliced / Wedge,blandit nam,37
38,13.43,Kohlrabi,consectetuer eget,38
39,9.17,Grand Marnier,orci,39
40,7.37,Foam Dinner Plate,quis libero,40
41,6.4,Plasticforkblack,proin eu,41
42,8.46,Creme De Cacao Mcguines,orci,42
43,8.89,Petite Baguette,ante ipsum,43
44,7.02,Pork - Kidney,volutpat,44
45,11.72,"Peas - Pigeon, Dry",nunc,45
46,3.24,Spring Roll Wrappers,justo,46
47,8.87,Cheese - Brie,platea dictumst,47
48,7.23,"Salmon - Atlantic, No Skin",luctus,48
49,2.55,Syrup - Monin - Passion Fruit,nulla elit,49
50,12.68,Artichoke - Fresh,ullamcorper,50
51,11.64,Carbonated Water - Blackcherry,nunc vestibulum,51
52,2.51,Wine - Black Tower Qr,arcu libero,52
53,6.13,Veal - Liver,aliquam lacus,53
54,17.06,Longos - Chicken Curried,erat tortor,54
55,13.71,"Halibut - Whole, Fresh",amet lobortis,55
56,11.73,Appetizer - Seafood Assortment,quis augue,56
57,3.02,Compound - Pear,leo,57
58,12.89,Chocolate - Milk Coating,suspendisse,58
59,3.28,Wine - Carmenere Casillero Del,eu sapien,59
60,17.83,Seabream Whole Farmed,erat fermentum,60
61,10.75,Taro Leaves,magna vulputate,61
62,14.95,Pear - Asian,quam,62
63,2.12,Pop - Club Soda Can,tempor turpis,63
64,8.48,Cheese Cloth,ipsum,64
65,7.69,Scotch - Queen Anne,odio porttitor,65
66,13.67,Chicken - Livers,morbi ut,66
67,17.52,Ice Cream Bar - Oreo Sandwich,id massa,67
68,16.87,Oil - Cooking Spray,quisque,68
69,15.26,"Bar Mix - Pina Colada, 355 Ml",rutrum neque,69
70,4.23,Plaintain,aliquet at,70
71,14.6,Cheese - Valancey,pede ullamcorper,71
72,10.8,Pastry - Cheese Baked Scones,odio porttitor,72
73,4.33,Hot Choc Vending,leo odio,73
74,12.88,Broom - Push,eros viverra,74
75,4.08,Chevere Logs,interdum mauris,75
76,4.5,"Rum - Dark, Bacardi, Black",posuere,76
77,15.28,"Oil - Olive, Extra Virgin",tincidunt,77
78,3.82,Oven Mitt - 13 Inch,tortor quis,78
79,8.38,"Corn - Cream, Canned",pede,79
80,6.81,Muffin Mix - Corn Harvest,libero nam,80
81,13.39,"Cheese - Woolwich Goat, Log",quis augue,81
82,15.74,Thermometer Digital,id luctus,82
83,10.15,Shopper Bag - S - 4,nibh in,83
84,13.4,Water - Evian 355 Ml,venenatis,84
85,13.93,Rabbit - Frozen,rhoncus,85
86,2.11,"Oregano - Dry, Rubbed",sagittis,86
87,8.1,Pizza Pizza Dough,nibh,87
88,8.15,Napkin - Beverage 1 Ply,integer aliquet,88
89,6.11,"Corn - Cream, Canned",maecenas tincidunt,89
90,4.66,Blue Curacao - Marie Brizard,lectus pellentesque,90
91,5.88,Cinnamon Rolls,suscipit nulla,91
92,12.14,Bacardi Raspberry,morbi,92
93,8.55,Spring Roll Wrappers,lobortis vel,93
94,13.8,Lid Coffeecup 12oz D9542b,amet nulla,94
95,15.64,Tomatoes - Roma,in,95
96,4.24,Cheese - Taleggio D.o.p.,nulla,96
97,11.07,Irish Cream - Butterscotch,tortor,97
98,15.26,Wine - Fino Tio Pepe Gonzalez,massa,98
99,16.85,Radish,duis,99
100,13.83,"Nut - Pecan, Pieces",in,100
101,5.83,Saskatoon Berries - Frozen,porta volutpat,101
102,17.98,Pork - Backs - Boneless,curabitur,102
103,8.9,Cookies - Englishbay Oatmeal,turpis elementum,103
104,16.48,Quail - Jumbo Boneless,in,104
105,5.92,Cream - 10%,varius,105
106,12.68,Beans - Green,odio odio,106
107,2.63,"Syrup - Golden, Lyles",ante ipsum,107
108,7.08,Juice - V8 Splash,consectetuer eget,108
109,16.33,Chocolate Eclairs,fermentum,109
110,2.99,Broccoli - Fresh,ipsum,110
111,14.38,Celery,justo,111
112,15.4,"Cheese - Cheddar, Medium",turpis,112
113,6.18,"Extract - Vanilla,artificial",pellentesque,113
114,14.83,"Syrup - Golden, Lyles",ante vivamus,114
115,10.76,Cinnamon Buns Sticky,ut blandit,115
116,3.33,"Carrots - Mini, Stem On",bibendum imperdiet,116
117,4.01,Lettuce - Lolla Rosa,turpis enim,117
118,4.94,Grapefruit - Pink,condimentum curabitur,118
119,3.27,Ice Cream - Super Sandwich,mus,119
120,4.17,Melon - Honey Dew,ut erat,120
121,14.39,Cattail Hearts,habitasse,121
122,15.69,Red Cod Fillets - 225g,accumsan,122
123,8.05,Wine - Chablis 2003 Champs,a,123
124,13.32,Beans - Fava Fresh,justo eu,124
125,13.8,Table Cloth 72x144 White,sollicitudin,125
126,8.86,Ice Cream - Vanilla,libero,126
127,8.06,Huck White Towels,varius ut,127
128,17.02,Venison - Ground,lacus curabitur,128
129,2.77,Veal - Bones,vel accumsan,129
130,14.55,Carroway Seed,porttitor,130
131,5.83,Beef - Shank,nulla,131
132,15.82,Plate Pie Foil,morbi,132
133,14.2,Beef - Short Loin,primis in,133
134,3.71,Miso - Soy Bean Paste,etiam,134
135,13.9,"Pasta - Lasagna Noodle, Frozen",viverra,135
136,13.91,Venison - Liver,velit donec,136
137,4.31,Icecream Cone - Areo Chocolate,lacinia,137
138,12.57,Bread - Hamburger Buns,etiam,138
139,2.21,Wine - Rubyport,neque sapien,139
140,4.81,Yogurt - Assorted Pack,lectus,140
141,16.29,"Soup - Cream Of Broccoli, Dry",vivamus,141
142,7.24,Pineapple - Golden,tristique in,142
143,15.2,"Jam - Strawberry, 20 Ml Jar",curae nulla,143
144,4.8,Cheese - Provolone,id turpis,144
145,2.46,Cookie - Oatmeal,curae,145
146,4.07,Cheese - Montery Jack,justo,146
147,4.52,Raspberries - Frozen,suspendisse,147
148,10.18,Corn Shoots,at ipsum,148
149,5.9,Cup - 8oz Coffee Perforated,elementum,149
150,6.95,Mushroom - Portebello,elit,150
151,4.02,White Fish - Filets,at,151
152,6.76,Sprouts - Onion,interdum,152
153,3.4,Papayas,nunc,153
154,8.94,"Fish - Base, Bouillion",pulvinar nulla,154
155,11.72,Broccoli - Fresh,tempus vel,155
156,8.7,Coffee - Hazelnut Cream,est,156
157,13.17,Pastry - Apple Muffins - Mini,eros viverra,157
158,3.8,Frangelico,neque,158
159,2.08,Galliano,nisi venenatis,159
160,16.71,Chocolate - Sugar Free Semi Choc,nunc,160
161,14.52,"Ecolab - Orange Frc, Cleaner",posuere cubilia,161
162,6.5,Smirnoff Green Apple Twist,porttitor lacus,162
163,10.84,"Chicken - Base, Ultimate",pretium,163
164,4.73,Cookies - Amaretto,ac leo,164
165,14.38,Pears - Bosc,congue,165
166,8.53,"Pineapple - Canned, Rings",congue,166
167,12.73,Soup - Base Broth Beef,quam,167
168,13.88,Beef Ground Medium,consequat nulla,168
169,9.36,"Nut - Peanut, Roasted",massa,169
170,12.91,Sprouts - Corn,eget rutrum,170
171,7.08,Jolt Cola,curabitur convallis,171
172,7.76,"Coffee - Colombian, Portioned",et,172
173,3.16,Bread - White Mini Epi,morbi,173
174,13.69,"Chocolate - Pistoles, White",urna pretium,174
175,13.05,"Oranges - Navel, 72",ultrices,175
176,8.6,"Split Peas - Green, Dry",metus,176
177,10.73,Oil - Safflower,sociis natoque,177
178,10.8,Cookie - Dough Variety,lobortis convallis,178
179,5.7,Lettuce - Arugula,a,179
180,16.81,"Tart Shells - Savory, 4",venenatis tristique,180
181,14.67,Salt - Table,mauris,181
182,12.63,Myers Planters Punch,lectus,182
183,14.16,Ocean Spray - Kiwi Strawberry,nunc,183
184,10.85,Quail - Jumbo,massa,184
185,5.23,Vanilla Beans,dictumst,185
186,5.3,Soup - Campbells Mushroom,viverra eget,186
187,11.31,"Pork - Sausage, Medium",lobortis,187
188,16.7,Quiche Assorted,convallis,188
189,12.23,"Beer - Alexander Kieths, Pale Ale",phasellus id,189
190,17.16,Cheese - Cheddarsliced,eu interdum,190
191,15.31,"Yogurt - Cherry, 175 Gr",praesent blandit,191
192,10.41,"Arctic Char - Fresh, Whole",purus aliquet,192
193,13.33,Cheese - Swiss,magnis,193
194,12.16,"Mushrooms - Black, Dried",tristique,194
195,17.27,Ham - Cooked Bayonne Tinned,cubilia curae,195
196,9.36,Foie Gras,luctus et,196
197,7.58,Bread - Burger,id,197
198,8.72,Veal - Liver,odio,198
199,4.91,Oil - Olive Bertolli,condimentum,199
200,9.18,Sugar - Palm,ligula,200
201,4.25,Langers - Mango Nectar,luctus nec,201
202,12.78,Wine - Port Late Bottled Vintage,bibendum,202
203,2.26,Chives - Fresh,ut odio,203
204,6.85,Ecolab Digiclean Mild Fm,ligula,204
205,7.69,Cheese - Brie,duis,205
206,14.45,Cranberries - Frozen,pellentesque,206
207,7.4,Salad Dressing,tristique est,207
208,11.44,"Yogurt - Blueberry, 175 Gr",mus etiam,208
209,4.54,Sauce - Thousand Island,rhoncus dui,209
210,8.8,Lambcasing,quisque,210
211,11.91,Nantuket Peach Orange,malesuada,211
212,17.52,Chocolate - Feathers,ut dolor,212
213,6.04,Sauce - Hp,orci,213
214,12.14,Bread - Bistro Sour,integer non,214
215,14.49,Beer - True North Strong Ale,varius nulla,215
216,5.07,Cookie Dough - Chunky,molestie,216
217,10.99,Nut - Macadamia,sapien,217
218,9.45,Cheese - Parmigiano Reggiano,aliquam,218
219,9.24,Ice Cream Bar - Hagen Daz,magnis,219
220,4.21,Apple - Custard,imperdiet,220
221,17.68,Yogurt - Assorted Pack,tellus,221
222,17.94,Ocean Spray - Kiwi Strawberry,nullam,222
223,8.8,Crab Meat Claw Pasteurise,enim blandit,223
224,3.37,Muffin Mix - Carrot,amet,224
225,5.51,"Pasta - Penne, Lisce, Dry",libero quis,225
226,9.54,Salmon - Sockeye Raw,lorem id,226
227,2.16,Eggplant - Baby,justo,227
228,9.45,Chicken - Bones,varius nulla,228
229,4.54,Wine - Pinot Grigio Collavini,sit amet,229
230,17.88,Compound - Pear,dolor quis,230
231,10.72,Wine - Chateau Bonnet,morbi vel,231
232,15.14,Spice - Paprika,dui vel,232
233,6.55,Dr. Pepper - 355ml,amet justo,233
234,6.33,"Soup - Knorr, Chicken Noodle",rhoncus,234
235,7.42,Ham - Proscuitto,fringilla rhoncus,235
236,2.17,Coriander - Ground,ultricies eu,236
237,8.14,Beans - Kidney White,tempus sit,237
238,15.02,Capers - Ox Eye Daisy,eget,238
239,14.8,"Mushroom - Oyster, Fresh",hac habitasse,239
240,2.51,Capers - Pickled,rhoncus aliquet,240
241,6.18,Maple Syrup,cras,241
242,12.76,"Carrots - Mini, Stem On",ante vivamus,242
243,16.66,Guinea Fowl,augue vestibulum,243
244,17.39,Tomato - Green,justo,244
245,10.51,Bagel - 12 Grain Preslice,ipsum,245
246,10.58,Bread - 10 Grain,venenatis lacinia,246
247,17.53,Cumin - Whole,nec,247
248,10.62,"Schnappes - Peach, Walkers",lorem,248
249,4.19,Ice Cream Bar - Hageen Daz To,nulla neque,249
250,13.76,Sour Puss Raspberry,vestibulum sit,250
251,14.46,Basil - Pesto Sauce,id,251
252,2.4,Pate Pans Yellow,faucibus orci,252
253,5.28,"Brandy - Orange, Mc Guiness",nulla,253
254,11.04,Salmon Atl.whole 8 - 10 Lb,erat nulla,254
255,8.15,Butter - Salted,elit proin,255
256,15.47,Flavouring - Raspberry,vestibulum,256
257,12.29,Wine - Prosecco Valdobienne,mauris,257
258,5.1,Sour Puss - Tangerine,montes nascetur,258
259,7.18,Pear - Prickly,proin risus,259
260,13.94,Dc - Sakura Fu,accumsan,260
261,13.33,Chicken Thigh - Bone Out,blandit,261
262,15.71,Pineapple - Regular,nulla justo,262
263,10.53,Cocoa Feuilletine,iaculis,263
264,9.13,Wine - Barolo Fontanafredda,pede morbi,264
265,15.03,Lamb - Loin Chops,justo maecenas,265
266,15.5,Tilapia - Fillets,mollis molestie,266
267,5.36,Vinegar - White Wine,montes nascetur,267
268,14.21,Beets - Golden,sed lacus,268
269,11.02,Yukon Jack,elit proin,269
270,3.48,"Cheese - Brie, Triple Creme",etiam,270
271,7.88,Sauce - Rosee,quam,271
272,12.57,Icecream Cone - Areo Chocolate,ornare consequat,272
273,11.58,Pear - Halves,at,273
274,17.84,Muffin Carrot - Individual,sit,274
275,14.8,"Yogurt - Peach, 175 Gr",dolor quis,275
276,13.76,Sauce Tomato Pouch,ac,276
277,17.62,Cheese - Asiago,nisi vulputate,277
278,11.12,Blueberries - Frozen,pretium,278
279,12.65,"Lamb - Leg, Diced",sed tristique,279
280,2.66,Nori Sea Weed - Gold Label,accumsan odio,280
281,12.49,Sage - Rubbed,in hac,281
282,8.53,Liqueur - Melon,neque sapien,282
283,7.82,"Pepper - Black, Whole",nisi nam,283
284,9.25,Wine - Red Oakridge Merlot,nulla,284
285,7.27,Pancetta,nullam,285
286,9.66,Tomato Paste,quis,286
287,4.25,Pastry - Raisin Muffin - Mini,dolor morbi,287
288,8.76,Langers - Cranberry Cocktail,volutpat quam,288
289,5.8,Croissants Thaw And Serve,lobortis sapien,289
290,6.05,"Ham - Smoked, Bone - In",sed magna,290
291,4.23,Salmon - Canned,ornare,291
292,12.14,Bread - 10 Grain,odio odio,292
293,2.73,"Tart Shells - Barquettes, Savory",pede ac,293
294,15.21,Puree - Passion Fruit,tortor id,294
295,15.02,Nestea - Iced Tea,non,295
296,3.19,Capon - Whole,sed vestibulum,296
297,6.64,Bag - Regular Kraft 20 Lb,blandit,297
298,4.85,"Cheese - Woolwich Goat, Log",tempor turpis,298
299,16.01,Arrowroot,cursus vestibulum,299
300,5.91,Breadfruit,a odio,300
301,8.51,"Pepper - Paprika, Hungarian",praesent blandit,301
302,13.05,Pork Loin Cutlets,amet,302
303,6.3,Pork - Belly Fresh,in,303
304,15.03,"Wine - White, French Cross",aliquet pulvinar,304
305,9.39,"Shrimp - Baby, Warm Water",lacus morbi,305
306,9.06,"Pork - Back, Long Cut, Boneless",diam neque,306
307,17.15,Wasabi Powder,at,307
308,13.36,Chocolate - Liqueur Cups With Foil,ultrices posuere,308
309,12.21,Chivas Regal - 12 Year Old,purus,309
310,8.68,Raspberries - Frozen,sed justo,310
311,3.5,Mushroom - Portebello,rhoncus,311
312,14.82,Calypso - Strawberry Lemonade,integer,312
313,4.22,Quail Eggs - Canned,amet,313
314,17.85,Pork - Backfat,lacus,314
315,8.04,Apple - Macintosh,pellentesque at,315
316,13.57,Sobe - Orange Carrot,condimentum,316
317,16.72,Cookie Choc,odio,317
318,17.55,Beef - Rib Eye Aaa,ac,318
319,16.47,"Doilies - 12, Paper",aliquam,319
320,13.88,Soup - Campbells Chili Veg,tincidunt,320
321,11.71,Bread Crumbs - Japanese Style,nibh,321
322,9.94,Curry Powder Madras,amet,322
323,14.28,Ezy Change Mophandle,justo etiam,323
324,16.24,Coffee - Almond Amaretto,velit,324
325,13.17,Butter Ripple - Phillips,diam vitae,325
326,15.87,Sauce - Caesar Dressing,pede venenatis,326
327,15.4,Wine - Casillero Del Diablo,eget tincidunt,327
328,3.11,Lamb Rack Frenched Australian,blandit,328
329,12.37,Lemon Tarts,lobortis,329
330,13.64,Bread - Multigrain,amet,330
331,14.24,Strawberries - California,posuere,331
332,7.04,Bread - 10 Grain,dictumst,332
333,8.42,Coconut Milk - Unsweetened,a,333
334,3.53,Plate Pie Foil,porttitor pede,334
335,17.59,Soho Lychee Liqueur,justo nec,335
336,2.12,Extract Vanilla Pure,ac nulla,336
337,3.09,Zucchini - Green,venenatis tristique,337
338,3.12,"Bread - Crumbs, Bulk",justo,338
339,17.89,Appetizer - Mango Chevre,scelerisque,339
340,15.27,Table Cloth 90x90 Colour,cursus id,340
341,10.74,Flour - Rye,massa,341
342,10.42,Beer - Creemore,rhoncus mauris,342
343,7.6,Tomato Paste,justo,343
344,2.45,Oats Large Flake,tristique,344
345,6.56,Jameson - Irish Whiskey,natoque penatibus,345
346,5.48,Pork - Suckling Pig,at turpis,346
347,12.08,Cookie - Dough Variety,eget elit,347
348,16.29,"Rum - Dark, Bacardi, Black",et magnis,348
349,9.63,Sun - Dried Tomatoes,ut rhoncus,349
350,4.13,Wine - Chablis J Moreau Et Fils,orci eget,350
351,15.21,Scallop - St. Jaques,mauris laoreet,351
352,14.42,Spinach - Spinach Leaf,penatibus,352
353,10.24,Latex Rubber Gloves Size 9,vel,353
354,3.79,Beer - Fruli,luctus et,354
355,13.11,Wine - Ej Gallo Sonoma,quam pede,355
356,16.23,Beef - Tenderloin Tails,vel,356
357,9.43,Cookie Dough - Chunky,justo,357
358,15.89,Sardines,in hac,358
359,14.14,Beef - Cow Feet Split,pede morbi,359
360,13.39,Crackers - Water,vivamus,360
361,3.17,Wine - Duboeuf Beaujolais,duis,361
362,10.71,V8 - Berry Blend,cras mi,362
363,4.85,Red Currant Jelly,tortor,363
364,8.83,"Beans - Black Bean, Canned",mauris enim,364
365,10.07,"Soup - Cream Of Broccoli, Dry",nascetur ridiculus,365
366,6.62,Cheese - Wine,purus,366
367,13.55,Cheese - Comtomme,leo maecenas,367
368,10.0,Salmon - Canned,ante vivamus,368
369,7.64,Cheese - Gouda Smoked,lorem quisque,369
370,4.95,Cornstarch,sed nisl,370
371,7.59,Cake - Cheese Cake 9 Inch,augue luctus,371
372,17.63,Salami - Genova,lectus in,372
373,10.03,Water - Perrier,in,373
374,11.48,Radish,sociis,374
375,9.24,Wine - Valpolicella Masi,semper rutrum,375
376,8.36,Soy Protein,risus praesent,376
377,5.47,Kirsch - Schloss,consectetuer,377
378,15.07,Bread - Multigrain,in,378
379,9.22,Parsley - Dried,magna,379
380,11.66,Kellogs Special K Cereal,amet,380
381,3.12,Pepper - Cubanelle,dictumst,381
382,13.21,Sprouts - Onion,ridiculus,382
383,17.62,Mushroom - Lg - Cello,vulputate vitae,383
384,13.99,Syrup - Monin - Granny Smith,luctus ultricies,384
385,8.22,Sprouts - Brussel,consequat,385
386,6.98,Isomalt,ac nulla,386
387,8.0,Pastry - Apple Large,faucibus accumsan,387
388,14.5,Vaccum Bag - 14x20,libero nullam,388
389,15.47,Lemonade - Pineapple Passion,praesent id,389
390,2.93,"Wine - Mas Chicet Rose, Vintage",tellus,390
391,14.72,Mussels - Frozen,turpis,391
392,8.8,Sugar - Palm,nulla,392
393,6.44,Bag - Clear 7 Lb,montes nascetur,393
394,16.74,"Roe - Lump Fish, Red",ornare,394
395,10.21,Bay Leaf Fresh,odio,395
396,15.99,Sambuca Cream,sed,396
397,3.27,Pastry - Trippleberry Muffin - Mini,ligula vehicula,397
398,3.31,Appetiser - Bought,eget,398
399,7.57,Sprouts - Onion,aliquet pulvinar,399
400,4.38,Cheese - La Sauvagine,posuere,400
401,14.96,Beans - Kidney White,at,401
402,6.96,Bread - Triangle White,magnis,402
403,11.27,Milk - 2% 250 Ml,accumsan,403
404,15.05,"Veal - Tenderloin, Untrimmed",convallis,404
405,3.18,Ecolab - Lime - A - Way 4/4 L,hac habitasse,405
406,12.41,Chick Peas - Canned,ultrices aliquet,406
407,7.31,Phyllo Dough,habitasse,407
408,6.72,"Mushroom - Chanterelle, Dry",cras pellentesque,408
409,16.0,Pepper - Red Chili,molestie,409
410,14.49,Cheese - Perron Cheddar,donec odio,410
411,15.5,Food Colouring - Green,lobortis convallis,411
412,8.72,Ice Cream Bar - Oreo Sandwich,natoque penatibus,412
413,2.65,Creamers - 10%,et,413
414,8.0,Apron,nisl duis,414
415,14.0,Crackers - Trio,sed justo,415
416,14.32,Wine - Savigny - Les - Beaune,turpis,416
417,8.25,Olives - Nicoise,mauris,417
418,13.08,Cheese - Taleggio D.o.p.,quam,418
419,17.83,Sprouts - Bean,leo odio,419
420,2.44,Beef - Top Sirloin,sagittis nam,420
421,2.66,Cookie Dough - Chocolate Chip,nec,421
422,12.82,Wine - Clavet Saint Emilion,aliquam non,422
423,3.64,Seaweed Green Sheets,dapibus,423
424,9.51,Wine - Ruffino Chianti Classico,sapien dignissim,424
425,2.15,Pancetta,cum,425
426,9.41,Wine - Chardonnay South,consequat nulla,426
427,17.92,Chicken - Wieners,massa donec,427
428,8.36,"Jam - Blackberry, 20 Ml Jar",lorem,428
429,9.0,Chocolate - Mi - Amere Semi,felis donec,429
430,16.91,Juice - V8 Splash,mauris enim,430
431,7.17,Raspberries - Fresh,justo sit,431
432,4.87,Flower - Potmums,nisi,432
433,10.22,Wild Boar - Tenderloin,pellentesque,433
434,16.36,Mangoes,posuere,434
435,17.37,"Quail - Whole, Bone - In",quam,435
436,8.8,Wine - Guy Sage Touraine,id,436
437,3.54,Shichimi Togarashi Peppeers,dis parturient,437
438,11.84,"Capon - Breast, Wing On",pede ac,438
439,3.43,"Wine - Red, Wolf Blass, Yellow",duis,439
440,6.44,"Water - Mineral, Carbonated",id,440
441,7.93,Wine - Two Oceans Cabernet,eu,441
442,16.32,Ezy Change Mophandle,neque vestibulum,442
443,9.1,Cranberry Foccacia,donec,443
444,15.97,"Soup - French Onion, Dry",vitae,444
445,14.33,Chicken - Ground,nulla,445
446,16.53,Chocolate - Dark Callets,amet cursus,446
447,16.45,Peach - Fresh,mauris enim,447
448,2.59,Corn - On The Cob,volutpat quam,448
449,7.42,Bread Sour Rolls,venenatis non,449
450,9.92,"Lentils - Red, Dry",nulla tellus,450
451,9.29,Beer - Labatt Blue,curabitur at,451
452,17.43,Tea - Black Currant,augue vel,452
453,4.22,Icecream Cone - Areo Chocolate,quam,453
454,5.51,Plastic Arrow Stir Stick,auctor,454
455,10.3,Wine - Sauvignon Blanc Oyster,a feugiat,455
456,12.9,Tart - Pecan Butter Squares,purus,456
457,6.61,Sour Puss Sour Apple,duis,457
458,14.92,Instant Coffee,augue,458
459,6.11,Wine - Ice Wine,vitae quam,459
460,15.8,Pear - Packum,arcu,460
461,8.14,Shrimp - 150 - 250,vel,461
462,9.29,Energy Drink - Franks Pineapple,proin,462
463,8.56,"Doilies - 5, Paper",diam,463
464,13.58,Gooseberry,ipsum,464
465,9.23,Fib N9 - Prague Powder,vel,465
466,6.55,"Lamb - Leg, Diced",lorem integer,466
467,9.5,"Gingerale - Schweppes, 355 Ml",luctus ultricies,467
468,5.66,Peppercorns - Green,turpis nec,468
469,14.44,Cheese - Montery Jack,ipsum,469
470,7.87,Chicken Breast Halal,ultrices phasellus,470
471,8.24,Cleaner - Lime Away,parturient montes,471
472,15.22,Tea - Herbal I Love Lemon,erat volutpat,472
473,2.02,Banana - Green,congue eget,473
474,17.87,Plate Foam Laminated 9in Blk,eget nunc,474
475,14.36,Chocolate - Milk,in tempus,475
476,3.44,"Wine - Niagara,vqa Reisling",duis mattis,476
477,9.97,"Beef - Outside, Round",quis,477
478,13.18,Rye Special Old,et,478
479,14.02,Melon - Honey Dew,vivamus,479
480,17.19,"Vodka - Hot, Lnferno",ultrices vel,480
481,13.13,Truffle - Whole Black Peeled,vestibulum sit,481
482,6.31,Orange - Tangerine,id,482
483,8.85,Pears - Bosc,nisi at,483
484,9.87,Lentils - Green Le Puy,orci luctus,484
485,11.78,Pie Filling - Pumpkin,diam neque,485
486,4.04,"Wine - Cahors Ac 2000, Clos",montes nascetur,486
487,6.0,V8 - Vegetable Cocktail,ante ipsum,487
488,13.29,"Peas - Pigeon, Dry",sed sagittis,488
489,4.0,Squash - Guords,sapien,489
490,15.02,Beef - Inside Round,consequat dui,490
491,4.62,"Bread - Roll, Calabrese",nullam porttitor,491
492,11.91,Bread - Bistro White,blandit,492
493,8.0,Wooden Mop Handle,justo,493
494,4.62,Drambuie,dictumst,494
495,8.76,Pears - Bosc,ac nulla,495
496,2.17,Beans - Butter Lrg Lima,platea,496
497,7.47,Walkers Special Old Whiskey,libero quis,497
498,7.01,Venison - Liver,pede posuere,498
499,8.37,"Wine - Mas Chicet Rose, Vintage",in hac,499
500,13.26,Flour - Strong Pizza,non interdum,500
501,9.13,Cabbage - Nappa,cras mi,501
502,3.14,Turkey Tenderloin Frozen,amet,502
503,12.36,Pear - Asian,etiam justo,503
504,5.11,"Pasta - Penne, Rigate, Dry",suspendisse,504
